8561,05-43-32-ff-04-d8-16-85 (64b),0x0000011b4c,2017-09-01 17:16:56.930369,1,1,20
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000011b4d,2017-09-01 17:16:57.055465,1,1,21
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000011bb3,2017-09-01 17:16:58.127476,1,2,15
8561,05-43-32-ff-04-da-28-87 (64b),0x0000011bee,2017-09-01 17:16:58.950972,1,1,20
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000011c1a,2017-09-01 17:16:59.909852,1,1,24
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000011c75,2017-09-01 17:17:01.239474,1,1,15
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000011ce6,2017-09-01 17:17:03.014332,1,2,19
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000011ce7,2017-09-01 17:17:03.138335,1,1,11
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000011d4d,2017-09-01 17:17:04.202912,1,2,21
1885,05-43-32-ff-03-dd-85-61 (64b),0x0000011d3f,2017-09-01 17:17:04.320268,0,4,21
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000011d82,2017-09-01 17:17:05.160161,1,2,23
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000011da8,2017-09-01 17:17:06.012058,1,1,12
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000011db3,2017-09-01 17:17:06.135461,1,1,15
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000011de7,2017-09-01 17:17:06.644065,0,4,22
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000011e0d,2017-09-01 17:17:07.463333,1,1,21
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000011e73,2017-09-01 17:17:09.086067,1,1,15
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000011e7e,2017-09-01 17:17:09.207465,1,4,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000011ed7,2017-09-01 17:17:10.283478,1,1,11
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000011ed3,2017-09-01 17:17:10.443465,1,3,18
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000011ed9,2017-09-01 17:17:10.49835,1,1,13
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000011eda,2017-09-01 17:17:10.66825,1,1,24
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000011f16,2017-09-01 17:17:11.234536,0,4,25
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000011f40,2017-09-01 17:17:11.97912,1,1,23
1685,05-43-32-ff-03-dd-85-61 (64b),0x0000011f59,2017-09-01 17:17:12.23147,1,1,11
8561,05-43-32-ff-04-da-28-87 (64b),0x0000011fa6,2017-09-01 17:17:13.440314,1,1,19
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000011fa7,2017-09-01 17:17:13.568261,1,1,11
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012006,2017-09-01 17:17:14.899473,1,2,19
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000012002,2017-09-01 17:17:14.955465,1,3,23
8561,05-43-32-ff-04-d8-20-84 (64b),0x000001200d,2017-09-01 17:17:15.112253,1,1,21
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000001206b,2017-09-01 17:17:16.363474,1,1,14
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000012073,2017-09-01 17:17:16.492264,1,2,15
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000012074,2017-09-01 17:17:16.703526,1,2,25
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000012088,2017-09-01 17:17:16.803688,0,4,19
8561,05-43-32-ff-04-d8-18-85 (64b),0x00000120da,2017-09-01 17:17:17.935476,1,3,24
8561,05-43-32-ff-03-da-a1-50 (64b),0x00000120db,2017-09-01 17:17:18.152256,1,1,14
9958,05-43-32-ff-03-dd-85-61 (64b),0x00000120ed,2017-09-01 17:17:18.31439,0,4,14
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012174,2017-09-01 17:17:20.348568,1,1,26
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000001219a,2017-09-01 17:17:21.08294,1,1,24
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000121a6,2017-09-01 17:17:21.242328,0,4,19
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000121d9,2017-09-01 17:17:21.731479,1,1,11
8561,05-43-32-ff-04-d8-16-85 (64b),0x00000121fb,2017-09-01 17:17:22.492089,1,1,13
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000012260,2017-09-01 17:17:24.072702,0,4,16
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000012267,2017-09-01 17:17:24.127463,1,3,11
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000122cd,2017-09-01 17:17:25.587469,1,3,21
8561,05-43-32-ff-04-da-28-87 (64b),0x00000122ce,2017-09-01 17:17:25.803473,1,1,16
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000012334,2017-09-01 17:17:27.052566,1,1,25
8561,05-43-32-ff-03-d9-89-61 (64b),0x000001238f,2017-09-01 17:17:28.57148,1,1,21
8561,05-43-32-ff-04-d8-20-84 (64b),0x000001239a,2017-09-01 17:17:28.791472,1,1,24
8561,05-43-32-ff-03-d7-99-58 (64b),0x00000123f4,2017-09-01 17:17:30.127476,1,1,26
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000012415,2017-09-01 17:17:30.346095,1,1,15
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000012468,2017-09-01 17:17:31.672324,1,2,12
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000124ce,2017-09-01 17:17:33.162934,1,2,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012527,2017-09-01 17:17:34.771481,1,2,11
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000012528,2017-09-01 17:17:34.916263,1,1,12
8561,05-43-32-ff-04-d8-16-85 (64b),0x000001258e,2017-09-01 17:17:36.419469,1,2,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000125f1,2017-09-01 17:17:37.811484,1,1,18
8561,05-43-32-ff-03-da-a9-51 (64b),0x00000125f4,2017-09-01 17:17:37.948268,1,2,25
8561,05-43-32-ff-03-d7-86-62 (64b),0x000001265a,2017-09-01 17:17:39.424261,1,2,24
8561,05-43-32-ff-04-da-28-87 (64b),0x00000126c0,2017-09-01 17:17:40.846945,1,2,23
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000126c2,2017-09-01 17:17:40.995475,1,1,26
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000012726,2017-09-01 17:17:42.192569,1,2,19
a951,05-43-32-ff-03-dd-85-61 (64b),0x000001271c,2017-09-01 17:17:42.300263,0,4,24
8561,05-43-32-ff-03-d9-89-61 (64b),0x000001278d,2017-09-01 17:17:43.876568,1,2,21
8561,05-43-32-ff-04-d8-18-85 (64b),0x000001278f,2017-09-01 17:17:44.036268,1,1,17
8561,05-43-32-ff-03-d7-99-58 (64b),0x00000127f3,2017-09-01 17:17:45.287482,1,2,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000001284f,2017-09-01 17:17:47.004053,1,1,17
8561,05-43-32-ff-03-da-a1-50 (64b),0x000001285a,2017-09-01 17:17:47.119467,1,2,24
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000128b5,2017-09-01 17:17:48.276767,1,1,22
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000128c0,2017-09-01 17:17:48.406328,1,2,23
8561,05-43-32-ff-04-d8-16-85 (64b),0x000001291b,2017-09-01 17:17:49.966905,1,1,14
8561,05-43-32-ff-03-da-a9-51 (64b),0x000001291c,2017-09-01 17:17:50.116267,1,1,20
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000012982,2017-09-01 17:17:51.362886,1,1,26
1885,05-43-32-ff-03-dd-85-61 (64b),0x0000012a44,2017-09-01 17:17:54.458913,1,1,26
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012a48,2017-09-01 17:17:54.520264,1,1,12
8561,05-43-32-ff-04-da-28-87 (64b),0x0000012a4d,2017-09-01 17:17:54.648256,1,4,21
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000012a4e,2017-09-01 17:17:54.782927,1,2,16
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000012a4f,2017-09-01 17:17:54.916273,1,1,17
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000012ab5,2017-09-01 17:17:56.018937,1,2,22
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000012ab6,2017-09-01 17:17:56.188252,1,1,19
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000012b1c,2017-09-01 17:17:57.438524,1,2,20
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000012b2f,2017-09-01 17:17:57.770884,1,1,21
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012b77,2017-09-01 17:17:59.208264,1,1,11
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000012b82,2017-09-01 17:17:59.368269,1,1,26
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000012b83,2017-09-01 17:17:59.491468,1,1,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012bdc,2017-09-01 17:18:00.483469,1,1,20
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000012c42,2017-09-01 17:18:02.228267,1,1,26
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000012c43,2017-09-01 17:18:02.360257,1,1,15
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000012ca9,2017-09-01 17:18:03.467475,1,1,13
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000012d0f,2017-09-01 17:18:05.075333,1,1,17
8561,05-43-32-ff-04-da-28-87 (64b),0x0000012d10,2017-09-01 17:18:05.288053,1,1,23
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000012ddb,2017-09-01 17:18:08.188565,1,2,14
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000012ddc,2017-09-01 17:18:08.344255,1,1,20
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000012df2,2017-09-01 17:18:08.454312,1,1,23
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000012ddd,2017-09-01 17:18:08.468265,1,1,21
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012e3a,2017-09-01 17:18:09.795474,1,2,24
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000012e57,2017-09-01 17:18:09.851464,0,4,22
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000012e43,2017-09-01 17:18:09.910323,1,1,15
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000012e79,2017-09-01 17:18:10.311462,1,1,11
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000012eaa,2017-09-01 17:18:11.063473,1,1,24
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000012ebc,2017-09-01 17:18:11.488258,1,2,24
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012f04,2017-09-01 17:18:12.639098,1,2,25
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012f69,2017-09-01 17:18:14.192349,1,2,13
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000012f86,2017-09-01 17:18:14.538328,0,4,25
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000012fa8,2017-09-01 17:18:14.987477,0,4,19
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000012fd0,2017-09-01 17:18:15.78034,1,1,23
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000012fda,2017-09-01 17:18:15.940317,1,3,24
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000012feb,2017-09-01 17:18:16.054324,0,4,13
8561,05-43-32-ff-04-d7-20-87 (64b),0x000001300d,2017-09-01 17:18:16.448264,1,2,14
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000013072,2017-09-01 17:18:18.087472,1,2,23
8561,05-43-32-ff-03-da-a9-51 (64b),0x000001309b,2017-09-01 17:18:18.815475,1,2,14
8561,05-43-32-ff-04-da-28-87 (64b),0x000001309d,2017-09-01 17:18:18.980266,1,2,21
1685,05-43-32-ff-03-dd-85-61 (64b),0x00000130d7,2017-09-01 17:18:19.586299,0,4,22
2084,05-43-32-ff-03-dd-85-61 (64b),0x000001311a,2017-09-01 17:18:20.619474,1,1,12
8561,05-43-32-ff-04-dd-35-87 (64b),0x000001315e,2017-09-01 17:18:21.847473,1,3,20
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013162,2017-09-01 17:18:22.018286,1,1,26
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000013169,2017-09-01 17:18:22.139463,1,1,13
8561,05-43-32-ff-03-d9-89-61 (64b),0x000001316a,2017-09-01 17:18:22.262311,1,1,24
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000131c7,2017-09-01 17:18:23.219472,1,1,11
8561,05-43-32-ff-03-d7-99-58 (64b),0x00000131d0,2017-09-01 17:18:23.348255,1,2,23
8561,05-43-32-ff-04-d8-18-85 (64b),0x00000131e4,2017-09-01 17:18:23.479465,1,1,26
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000013237,2017-09-01 17:18:24.914981,1,2,11
8561,05-43-32-ff-03-d9-94-60 (64b),0x000001329d,2017-09-01 17:18:26.436327,1,3,21
8662,05-43-32-ff-03-dd-85-61 (64b),0x00000132d0,2017-09-01 17:18:27.112329,0,4,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000132f2,2017-09-01 17:18:27.948262,1,1,23
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000132f7,2017-09-01 17:18:28.095465,1,1,11
8561,05-43-32-ff-04-d8-16-85 (64b),0x000001335d,2017-09-01 17:18:29.290946,1,2,21
8561,05-43-32-ff-03-da-a9-51 (64b),0x00000133c3,2017-09-01 17:18:31.116271,1,2,15
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000133c4,2017-09-01 17:18:31.251458,1,1,25
8561,05-43-32-ff-04-da-28-87 (64b),0x000001342a,2017-09-01 17:18:32.604059,1,1,24
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000013490,2017-09-01 17:18:33.946141,1,1,23
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000013491,2017-09-01 17:18:34.1623,1,1,18
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000134c9,2017-09-01 17:18:34.779513,1,1,11
8561,05-43-32-ff-03-d7-99-58 (64b),0x000001352e,2017-09-01 17:18:36.323235,1,2,20
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000013550,2017-09-01 17:18:37.059471,1,1,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000135b9,2017-09-01 17:18:38.431473,1,1,13
a951,05-43-32-ff-03-dd-85-61 (64b),0x00000135b5,2017-09-01 17:18:38.520261,1,1,15
8561,05-43-32-ff-03-da-a1-50 (64b),0x00000135c4,2017-09-01 17:18:38.592049,1,2,25
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000001361e,2017-09-01 17:18:39.986917,1,1,16
8561,05-43-32-ff-03-d9-94-60 (64b),0x000001362a,2017-09-01 17:18:40.200263,1,3,24
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000013684,2017-09-01 17:18:41.450569,1,1,25
8561,05-43-32-ff-04-d8-16-85 (64b),0x00000136ea,2017-09-01 17:18:43.290343,1,1,24
8561,05-43-32-ff-03-da-a9-51 (64b),0x00000136eb,2017-09-01 17:18:43.415465,1,1,14
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000137b6,2017-09-01 17:18:46.18748,1,2,19
8561,05-43-32-ff-04-da-28-87 (64b),0x00000137b7,2017-09-01 17:18:46.336255,1,1,11
8561,05-43-32-ff-04-dd-35-87 (64b),0x000001381d,2017-09-01 17:18:47.750708,1,4,21
8561,05-43-32-ff-04-d8-20-84 (64b),0x000001381e,2017-09-01 17:18:47.900357,1,1,16
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000013884,2017-09-01 17:18:49.308061,1,2,25
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000013885,2017-09-01 17:18:49.431471,1,1,22
8561,05-43-32-ff-04-d8-18-85 (64b),0x00000138eb,2017-09-01 17:18:50.895469,1,1,14
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000013951,2017-09-01 17:18:52.390328,1,1,18
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000139ab,2017-09-01 17:18:53.787522,1,1,14
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000139b7,2017-09-01 17:18:53.931473,1,2,11
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000013a11,2017-09-01 17:18:55.179478,1,2,18
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000013a12,2017-09-01 17:18:55.398328,1,1,26
1885,05-43-32-ff-03-dd-85-61 (64b),0x0000013a4f,2017-09-01 17:18:56.071485,1,2,21
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013a71,2017-09-01 17:18:56.826977,1,1,17
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000013a92,2017-09-01 17:18:56.971463,1,2,23
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000013ade,2017-09-01 17:18:58.219475,1,2,16
8561,05-43-32-ff-04-da-28-87 (64b),0x0000013af7,2017-09-01 17:18:58.47147,1,2,22
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013ba4,2017-09-01 17:19:01.520291,1,4,25
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000013baa,2017-09-01 17:19:01.651463,1,2,24
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000013bab,2017-09-01 17:19:01.775477,1,1,14
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000013bac,2017-09-01 17:19:01.908324,1,1,20
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000013c05,2017-09-01 17:19:02.899643,1,1,15
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000013c26,2017-09-01 17:19:03.116251,0,4,25
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000013c6a,2017-09-01 17:19:04.2389,1,2,12
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000013cde,2017-09-01 17:19:05.82044,1,3,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013d38,2017-09-01 17:19:07.386669,1,2,12
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000013d34,2017-09-01 17:19:07.394233,1,2,26
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000013d44,2017-09-01 17:19:07.596276,1,2,25
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000013d99,2017-09-01 17:19:08.951141,1,1,11
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013d9d,2017-09-01 17:19:08.964253,1,1,21
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000013d9f,2017-09-01 17:19:09.122358,1,1,17
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000013ddc,2017-09-01 17:19:09.751462,1,1,24
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013e02,2017-09-01 17:19:10.314892,1,1,26
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000013e03,2017-09-01 17:19:10.440255,1,3,15
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000013e05,2017-09-01 17:19:10.568293,1,1,22
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013e67,2017-09-01 17:19:12.167462,1,1,11
8561,05-43-32-ff-04-da-28-87 (64b),0x0000013e6c,2017-09-01 17:19:12.290323,1,1,20
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000013e84,2017-09-01 17:19:12.351547,1,1,26
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013ecc,2017-09-01 17:19:13.356577,1,1,20
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000013ed0,2017-09-01 17:19:13.478557,1,3,23
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000013ed2,2017-09-01 17:19:13.688279,1,1,26
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000013ed3,2017-09-01 17:19:13.866541,1,1,15
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000013f0b,2017-09-01 17:19:14.307929,1,1,13
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013f2d,2017-09-01 17:19:14.935475,1,1,14
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000013f9f,2017-09-01 17:19:16.451477,1,3,17
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000013f92,2017-09-01 17:19:16.511463,0,4,23
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000013fa0,2017-09-01 17:19:16.671463,1,1,23
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000013fd5,2017-09-01 17:19:17.348328,1,1,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013ffb,2017-09-01 17:19:18.220258,1,1,14
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000014003,2017-09-01 17:19:18.344249,1,3,15
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000014006,2017-09-01 17:19:18.46629,1,1,19
8561,05-43-32-ff-03-d9-94-60 (64b),0x000001405c,2017-09-01 17:19:19.436359,1,1,24
1685,05-43-32-ff-03-dd-85-61 (64b),0x000001409f,2017-09-01 17:19:20.390904,0,4,21
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000140c5,2017-09-01 17:19:21.259465,1,3,22
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000140c6,2017-09-01 17:19:21.388251,1,1,19
8561,05-43-32-ff-04-d8-16-85 (64b),0x000001412c,2017-09-01 17:19:22.531479,1,2,20
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000001418f,2017-09-01 17:19:24.085971,1,1,17
2084,05-43-32-ff-03-dd-85-61 (64b),0x000001418b,2017-09-01 17:19:24.10026,1,2,13
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000014192,2017-09-01 17:19:24.300259,1,1,26
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000014193,2017-09-01 17:19:24.424252,1,1,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000141f4,2017-09-01 17:19:25.512289,1,1,25
8561,05-43-32-ff-04-da-28-87 (64b),0x00000141f9,2017-09-01 17:19:25.724257,1,1,13
8561,05-43-32-ff-04-dd-35-87 (64b),0x000001425f,2017-09-01 17:19:27.33625,1,1,17
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000014260,2017-09-01 17:19:27.459461,1,1,23
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000142c6,2017-09-01 17:19:28.646119,1,1,19
8561,05-43-32-ff-03-d7-99-58 (64b),0x00000142fd,2017-09-01 17:19:29.499465,1,2,14
8561,05-43-32-ff-04-d8-18-85 (64b),0x000001432d,2017-09-01 17:19:30.236263,1,2,21
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000014393,2017-09-01 17:19:31.752336,1,3,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000143ed,2017-09-01 17:19:33.215477,1,1,21
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000014453,2017-09-01 17:19:34.804425,1,1,15
8561,05-43-32-ff-03-d9-94-60 (64b),0x000001445e,2017-09-01 17:19:34.959476,1,2,16
8561,05-43-32-ff-04-d8-16-85 (64b),0x00000144b9,2017-09-01 17:19:36.284252,1,2,13
8561,05-43-32-ff-03-da-a9-51 (64b),0x00000144ba,2017-09-01 17:19:36.415464,1,1,24
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000014520,2017-09-01 17:19:37.826979,1,1,23
8561,05-43-32-ff-04-da-28-87 (64b),0x0000014586,2017-09-01 17:19:39.451465,1,1,19
a951,05-43-32-ff-03-dd-85-61 (64b),0x000001459e,2017-09-01 17:19:39.559465,1,1,20
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000014587,2017-09-01 17:19:39.576246,1,1,11
