node_id,destination,asn,time,ack,tx,channel
8561,05-43-32-ff-03-d7-b7-59 (64b),0x0000068cc7,2017-09-03 13:30:16.394079,1,1,11
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000068d2d,2017-09-03 13:30:17.519477,1,1,21
8561,05-43-32-ff-04-d9-23-86 (64b),0x0000068d2e,2017-09-03 13:30:17.736249,1,1,16
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000068d94,2017-09-03 13:30:19.308547,1,2,25
8561,05-43-32-ff-04-da-28-87 (64b),0x0000068d95,2017-09-03 13:30:19.432896,1,1,22
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000068dfb,2017-09-03 13:30:20.499483,1,1,14
8561,05-43-32-ff-03-d5-a2-62 (64b),0x0000068dfc,2017-09-03 13:30:20.624259,1,1,20
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000068e63,2017-09-03 13:30:22.187508,1,1,15
8561,05-43-32-ff-03-de-96-64 (64b),0x0000068ec7,2017-09-03 13:30:23.868068,1,2,11
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000068edc,2017-09-03 13:30:23.948253,1,1,24
8561,05-43-32-ff-03-d9-91-61 (64b),0x0000068eca,2017-09-03 13:30:23.990059,1,1,24
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000068ecb,2017-09-03 13:30:24.114288,1,1,14
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000068f24,2017-09-03 13:30:25.166766,1,1,25
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000068f2e,2017-09-03 13:30:25.34831,1,2,16
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000068f31,2017-09-03 13:30:25.470333,1,1,18
8561,05-43-32-ff-03-da-a9-60 (64b),0x0000068f32,2017-09-03 13:30:25.592283,1,1,26
a262,05-43-32-ff-03-dd-85-61 (64b),0x0000068fa6,2017-09-03 13:30:26.986339,1,1,25
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000068fee,2017-09-03 13:30:28.25487,1,1,16
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000068ffd,2017-09-03 13:30:28.422071,1,4,21
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000068ffe,2017-09-03 13:30:28.543465,1,2,16
8561,05-43-32-ff-03-d6-98-61 (64b),0x0000069000,2017-09-03 13:30:28.666297,1,1,23
1685,05-43-32-ff-03-d8-b5-58 (64b),0x000006904f,2017-09-03 13:30:29.667472,0,4,21
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000069053,2017-09-03 13:30:29.792249,1,2,15
8561,05-43-32-ff-03-d7-b7-59 (64b),0x0000069054,2017-09-03 13:30:29.944256,1,1,25
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000069064,2017-09-03 13:30:30.068062,1,2,25
8561,05-43-32-ff-04-d8-18-85 (64b),0x00000690ba,2017-09-03 13:30:31.199516,1,2,24
8561,05-43-32-ff-04-d9-23-86 (64b),0x00000690bb,2017-09-03 13:30:31.404308,1,1,14
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000069121,2017-09-03 13:30:32.654923,1,2,18
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000069119,2017-09-03 13:30:32.829055,0,4,11
8561,05-43-32-ff-04-da-28-87 (64b),0x0000069122,2017-09-03 13:30:32.874446,1,1,26
8662,05-43-32-ff-03-dd-85-61 (64b),0x000006913a,2017-09-03 13:30:32.93627,0,4,12
a951,05-43-32-ff-03-d8-b5-58 (64b),0x000006917e,2017-09-03 13:30:34.224603,0,4,20
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000069188,2017-09-03 13:30:34.238416,1,1,12
9861,05-43-32-ff-03-d8-b5-58 (64b),0x000006919f,2017-09-03 13:30:34.480336,0,4,21
2887,05-43-32-ff-03-dd-85-61 (64b),0x000006919f,2017-09-03 13:30:34.522351,0,4,21
8561,05-43-32-ff-03-de-96-64 (64b),0x00000691ef,2017-09-03 13:30:35.871477,1,3,17
b759,05-43-32-ff-03-dd-85-61 (64b),0x0000069204,2017-09-03 13:30:35.980056,1,1,26
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006924c,2017-09-03 13:30:37.398892,1,1,20
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000069269,2017-09-03 13:30:37.474081,0,4,11
8561,05-43-32-ff-03-d5-a2-62 (64b),0x0000069253,2017-09-03 13:30:37.540247,1,3,15
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000069256,2017-09-03 13:30:37.662296,1,1,19
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000069258,2017-09-03 13:30:37.786418,1,1,12
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000692ba,2017-09-03 13:30:39.061174,1,3,24
8561,05-43-32-ff-03-d9-91-61 (64b),0x00000692bc,2017-09-03 13:30:39.184587,1,2,20
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000069323,2017-09-03 13:30:40.438328,1,2,15
8561,05-43-32-ff-03-da-a9-60 (64b),0x0000069324,2017-09-03 13:30:40.647465,1,2,25
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000069326,2017-09-03 13:30:40.768252,1,1,19
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006937b,2017-09-03 13:30:41.957908,1,1,14
9161,05-43-32-ff-03-dd-85-61 (64b),0x0000069377,2017-09-03 13:30:41.958659,1,4,22
8561,05-43-32-ff-03-d7-86-62 (64b),0x000006938a,2017-09-03 13:30:42.102322,1,2,24
8561,05-43-32-ff-03-da-a9-51 (64b),0x000006938c,2017-09-03 13:30:42.226932,1,1,20
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000693e0,2017-09-03 13:30:43.302862,1,1,23
8561,05-43-32-ff-03-d7-b7-59 (64b),0x00000693e1,2017-09-03 13:30:43.432056,1,1,18
2386,05-43-32-ff-03-dd-85-61 (64b),0x00000693dc,2017-09-03 13:30:43.464248,1,3,24
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000069445,2017-09-03 13:30:44.994933,1,1,22
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000069447,2017-09-03 13:30:45.144733,1,1,11
8561,05-43-32-ff-04-d9-23-86 (64b),0x0000069448,2017-09-03 13:30:45.271471,1,1,12
8561,05-43-32-ff-04-da-28-87 (64b),0x00000694af,2017-09-03 13:30:46.466085,1,1,17
8561,05-43-32-ff-03-d6-98-61 (64b),0x00000694bc,2017-09-03 13:30:46.594373,0,4,20
a960,05-43-32-ff-03-dd-85-61 (64b),0x00000694e9,2017-09-03 13:30:47.210897,1,4,11
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006950f,2017-09-03 13:30:48.028473,1,1,17
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000069513,2017-09-03 13:30:48.183465,1,2,15
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000069515,2017-09-03 13:30:48.311457,1,1,22
8561,05-43-32-ff-03-d5-a2-62 (64b),0x0000069516,2017-09-03 13:30:48.452415,1,1,19
8561,05-43-32-ff-03-de-96-64 (64b),0x000006957c,2017-09-03 13:30:49.550337,1,1,20
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000069591,2017-09-03 13:30:49.652255,1,2,17
8561,05-43-32-ff-03-d9-94-60 (64b),0x000006957d,2017-09-03 13:30:49.698086,1,1,21
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000695d9,2017-09-03 13:30:51.066349,1,2,13
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000695e3,2017-09-03 13:30:51.220663,1,2,15
8561,05-43-32-ff-03-d9-91-61 (64b),0x00000695e4,2017-09-03 13:30:51.343475,1,1,25
8561,05-43-32-ff-03-d7-99-58 (64b),0x000006964a,2017-09-03 13:30:52.591463,1,2,24
8561,05-43-32-ff-04-d7-20-87 (64b),0x000006964b,2017-09-03 13:30:52.736245,1,1,14
8561,05-43-32-ff-03-da-a9-60 (64b),0x000006964c,2017-09-03 13:30:52.863462,1,1,20
9664,05-43-32-ff-03-dd-85-61 (64b),0x000006967d,2017-09-03 13:30:53.263477,1,1,14
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000696a3,2017-09-03 13:30:54.107464,1,1,15
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000696b2,2017-09-03 13:30:54.258904,1,1,26
8561,05-43-32-ff-04-d8-16-85 (64b),0x00000696b3,2017-09-03 13:30:54.386082,1,1,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006976d,2017-09-03 13:30:57.298971,1,1,21
8561,05-43-32-ff-03-d7-b7-59 (64b),0x000006976e,2017-09-03 13:30:57.423331,1,1,16
8561,05-43-32-ff-03-da-a9-51 (64b),0x000006977e,2017-09-03 13:30:57.548257,1,2,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000697d2,2017-09-03 13:30:58.662519,1,1,26
8561,05-43-32-ff-04-d8-18-85 (64b),0x00000697d4,2017-09-03 13:30:58.816074,1,1,25
8561,05-43-32-ff-04-d9-23-86 (64b),0x00000697d5,2017-09-03 13:30:58.94026,1,1,22
9563,05-43-32-ff-03-dd-85-61 (64b),0x0000069811,2017-09-03 13:30:59.408539,1,1,17
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000069837,2017-09-03 13:31:00.158412,1,1,11
8561,05-43-32-ff-03-d8-95-63 (64b),0x000006983b,2017-09-03 13:31:00.332542,1,1,14
8561,05-43-32-ff-04-da-28-87 (64b),0x000006983c,2017-09-03 13:31:00.458381,1,1,20
8561,05-43-32-ff-03-d6-98-61 (64b),0x0000069849,2017-09-03 13:31:00.582308,0,4,13
1885,05-43-32-ff-03-dd-85-61 (64b),0x0000069898,2017-09-03 13:31:01.723536,0,4,19
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000698a2,2017-09-03 13:31:01.870365,1,1,26
8561,05-43-32-ff-03-d5-a2-62 (64b),0x00000698a3,2017-09-03 13:31:01.999462,1,1,15
8561,05-43-32-ff-03-d9-94-60 (64b),0x000006990a,2017-09-03 13:31:03.04829,1,1,24
8561,05-43-32-ff-03-d9-89-61 (64b),0x000006990b,2017-09-03 13:31:03.181803,1,1,14
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000069972,2017-09-03 13:31:04.890396,1,1,26
9460,05-43-32-ff-03-dd-85-61 (64b),0x00000699c7,2017-09-03 13:31:06.267334,0,4,22
8561,05-43-32-ff-03-de-96-64 (64b),0x00000699d3,2017-09-03 13:31:06.274651,1,4,15
8561,05-43-32-ff-03-d9-91-61 (64b),0x00000699d6,2017-09-03 13:31:06.412251,1,2,19
8561,05-43-32-ff-03-da-a9-60 (64b),0x00000699d9,2017-09-03 13:31:06.534325,1,1,13
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000069a3d,2017-09-03 13:31:07.791464,1,2,21
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000069aa4,2017-09-03 13:31:09.452257,1,4,25
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000069aa6,2017-09-03 13:31:09.630375,1,1,19
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000069af6,2017-09-03 13:31:10.895461,1,1,25
8561,05-43-32-ff-03-d7-b7-59 (64b),0x0000069afb,2017-09-03 13:31:11.011466,1,1,14
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000069b0a,2017-09-03 13:31:11.127465,1,3,24
8561,05-43-32-ff-04-d9-23-86 (64b),0x0000069b62,2017-09-03 13:31:12.164299,1,1,26
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000069bc6,2017-09-03 13:31:13.743468,1,4,19
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000069bc8,2017-09-03 13:31:13.958792,1,1,12
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000069bca,2017-09-03 13:31:14.109996,1,1,24
8561,05-43-32-ff-03-d6-98-61 (64b),0x0000069bd6,2017-09-03 13:31:14.243465,0,4,19
8561,05-43-32-ff-04-da-28-87 (64b),0x0000069c2e,2017-09-03 13:31:15.262933,1,2,16
8561,05-43-32-ff-03-d5-a2-62 (64b),0x0000069c30,2017-09-03 13:31:15.465069,1,3,23
8561,05-43-32-ff-03-de-96-64 (64b),0x0000069c96,2017-09-03 13:31:16.898314,1,2,19
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000069c98,2017-09-03 13:31:17.048057,1,1,12
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000069cfc,2017-09-03 13:31:18.530188,1,4,20
8561,05-43-32-ff-03-d9-91-61 (64b),0x0000069d63,2017-09-03 13:31:20.083457,1,2,15
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000069d64,2017-09-03 13:31:20.208047,1,2,25
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000069d65,2017-09-03 13:31:20.335467,1,1,22
8561,05-43-32-ff-03-da-a9-60 (64b),0x0000069d66,2017-09-03 13:31:20.464761,1,1,19
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000069dcc,2017-09-03 13:31:21.606301,1,2,20
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000069dcd,2017-09-03 13:31:21.730309,1,1,21
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000069e33,2017-09-03 13:31:22.96854,1,2,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000069e87,2017-09-03 13:31:24.582424,1,1,11
1685,05-43-32-ff-03-d8-b5-58 (64b),0x0000069ee8,2017-09-03 13:31:26.013881,0,4,19
8561,05-43-32-ff-03-d7-b7-59 (64b),0x0000069eed,2017-09-03 13:31:26.170312,1,2,21
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000069eee,2017-09-03 13:31:26.29147,1,1,16
8561,05-43-32-ff-04-d9-23-86 (64b),0x0000069eef,2017-09-03 13:31:26.418289,1,1,17
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000069f2b,2017-09-03 13:31:26.686313,1,2,13
8561,05-43-32-ff-04-da-28-87 (64b),0x0000069f56,2017-09-03 13:31:27.487461,1,1,19
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000069f57,2017-09-03 13:31:27.619469,1,1,11
8561,05-43-32-ff-03-d6-98-61 (64b),0x0000069f63,2017-09-03 13:31:27.748045,0,4,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000069fb6,2017-09-03 13:31:29.136248,1,2,19
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000069fba,2017-09-03 13:31:29.259029,1,2,24
8561,05-43-32-ff-03-d5-a2-62 (64b),0x0000069fbd,2017-09-03 13:31:29.38748,1,1,21
8561,05-43-32-ff-03-de-96-64 (64b),0x000006a023,2017-09-03 13:31:30.400309,1,2,15
8561,05-43-32-ff-03-d9-89-61 (64b),0x000006a08a,2017-09-03 13:31:32.095476,1,2,24
8561,05-43-32-ff-03-d9-91-61 (64b),0x000006a08b,2017-09-03 13:31:32.240608,1,1,14
8561,05-43-32-ff-03-d7-99-58 (64b),0x000006a08c,2017-09-03 13:31:32.368539,1,1,20
8561,05-43-32-ff-04-d7-20-87 (64b),0x000006a0f2,2017-09-03 13:31:33.434639,1,1,26
8561,05-43-32-ff-03-da-a9-60 (64b),0x000006a0f3,2017-09-03 13:31:33.562316,1,1,15
8561,05-43-32-ff-03-d9-94-60 (64b),0x000006a153,2017-09-03 13:31:35.128547,1,4,15
8561,05-43-32-ff-04-d8-16-85 (64b),0x000006a15a,2017-09-03 13:31:35.285399,1,1,24
9958,05-43-32-ff-03-dd-85-61 (64b),0x000006a167,2017-09-03 13:31:35.287972,0,4,22
8961,05-43-32-ff-03-dd-85-61 (64b),0x000006a189,2017-09-03 13:31:35.782465,0,4,11
8561,05-43-32-ff-03-d7-86-62 (64b),0x000006a1be,2017-09-03 13:31:36.531474,1,2,16
9161,05-43-32-ff-03-dd-85-61 (64b),0x000006a1ab,2017-09-03 13:31:36.642401,0,4,13
8561,05-43-32-ff-03-da-a9-51 (64b),0x000006a1c0,2017-09-03 13:31:36.719465,1,2,23
8662,05-43-32-ff-03-dd-85-61 (64b),0x000006a1cc,2017-09-03 13:31:36.810325,0,4,24
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a214,2017-09-03 13:31:38.248193,1,1,25
8561,05-43-32-ff-03-d7-b7-59 (64b),0x000006a215,2017-09-03 13:31:38.367474,1,1,22
8561,05-43-32-ff-03-d6-98-61 (64b),0x000006a253,2017-09-03 13:31:38.708272,0,4,18
8561,05-43-32-ff-04-d8-18-85 (64b),0x000006a27b,2017-09-03 13:31:39.568544,1,1,14
a262,05-43-32-ff-03-dd-85-61 (64b),0x000006a275,2017-09-03 13:31:39.68609,0,4,15
8561,05-43-32-ff-04-d9-23-86 (64b),0x000006a27c,2017-09-03 13:31:39.738331,1,1,20
2887,05-43-32-ff-03-dd-85-61 (64b),0x000006a296,2017-09-03 13:31:39.852255,0,4,25
8561,05-43-32-ff-03-d8-95-63 (64b),0x000006a27d,2017-09-03 13:31:39.86747,1,1,21
8561,05-43-32-ff-04-da-28-87 (64b),0x000006a2e3,2017-09-03 13:31:41.198313,1,1,15
a951,05-43-32-ff-03-d8-b5-58 (64b),0x000006a2fb,2017-09-03 13:31:41.328541,0,4,13
8561,05-43-32-ff-04-d8-20-84 (64b),0x000006a2e4,2017-09-03 13:31:41.354315,1,1,25
9861,05-43-32-ff-03-d8-b5-58 (64b),0x000006a33f,2017-09-03 13:31:42.711357,0,4,21
8561,05-43-32-ff-03-d5-a2-62 (64b),0x000006a34a,2017-09-03 13:31:42.723728,1,1,24
b759,05-43-32-ff-03-dd-85-61 (64b),0x000006a33f,2017-09-03 13:31:42.733872,0,4,21
a960,05-43-32-ff-03-dd-85-61 (64b),0x000006a360,2017-09-03 13:31:42.839464,1,3,16
8561,05-43-32-ff-03-de-96-64 (64b),0x000006a34b,2017-09-03 13:31:42.876254,1,1,14
2386,05-43-32-ff-03-dd-85-61 (64b),0x000006a382,2017-09-03 13:31:43.395477,1,2,23
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a3a8,2017-09-03 13:31:44.127468,1,2,12
8561,05-43-32-ff-03-d9-89-61 (64b),0x000006a3b2,2017-09-03 13:31:44.335469,1,1,26
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a40d,2017-09-03 13:31:45.758574,1,1,21
8561,05-43-32-ff-03-d9-94-60 (64b),0x000006a416,2017-09-03 13:31:45.915465,1,2,19
8561,05-43-32-ff-03-d9-91-61 (64b),0x000006a418,2017-09-03 13:31:46.036244,1,1,12
8561,05-43-32-ff-03-d7-99-58 (64b),0x000006a419,2017-09-03 13:31:46.162319,1,1,13
8561,05-43-32-ff-03-da-a9-60 (64b),0x000006a480,2017-09-03 13:31:47.282384,1,1,23
8561,05-43-32-ff-04-d7-20-87 (64b),0x000006a4d3,2017-09-03 13:31:48.788213,1,2,18
8561,05-43-32-ff-03-d7-86-62 (64b),0x000006a4e6,2017-09-03 13:31:48.952287,1,1,19
8561,05-43-32-ff-03-da-a9-51 (64b),0x000006a4e8,2017-09-03 13:31:49.074294,1,1,12
8561,05-43-32-ff-04-d8-16-85 (64b),0x000006a54c,2017-09-03 13:31:50.483462,1,3,20
8561,05-43-32-ff-03-d6-98-61 (64b),0x000006a54e,2017-09-03 13:31:50.607463,1,1,16
9861,05-43-32-ff-03-d8-b5-58 (64b),0x000006a57b,2017-09-03 13:31:50.995461,0,4,13
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a5a1,2017-09-03 13:31:51.665422,1,2,18
8561,05-43-32-ff-03-d7-b7-59 (64b),0x000006a5a2,2017-09-03 13:31:51.876256,1,1,26
8561,05-43-32-ff-04-d8-18-85 (64b),0x000006a5a3,2017-09-03 13:31:52.050176,1,1,15
8561,05-43-32-ff-03-d8-95-63 (64b),0x000006a60a,2017-09-03 13:31:53.251001,1,1,24
8561,05-43-32-ff-04-d9-23-86 (64b),0x000006a66e,2017-09-03 13:31:54.878876,1,3,16
8561,05-43-32-ff-04-da-28-87 (64b),0x000006a670,2017-09-03 13:31:55.036269,1,1,23
9664,05-43-32-ff-03-dd-85-61 (64b),0x000006a688,2017-09-03 13:31:55.127466,1,3,19
8561,05-43-32-ff-04-d8-20-84 (64b),0x000006a671,2017-09-03 13:31:55.158386,1,1,18
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a6d0,2017-09-03 13:31:56.412552,1,1,23
8561,05-43-32-ff-03-d5-a2-62 (64b),0x000006a6d7,2017-09-03 13:31:56.558328,1,1,11
2084,05-43-32-ff-03-dd-85-61 (64b),0x000006a731,2017-09-03 13:31:57.915328,0,4,17
8561,05-43-32-ff-03-de-96-64 (64b),0x000006a73d,2017-09-03 13:31:57.928244,1,3,21
8561,05-43-32-ff-03-d9-89-61 (64b),0x000006a73f,2017-09-03 13:31:58.075668,1,1,17
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a79a,2017-09-03 13:31:59.59226,1,1,24
8561,05-43-32-ff-03-d9-94-60 (64b),0x000006a7a3,2017-09-03 13:31:59.71405,1,2,15
8561,05-43-32-ff-03-d9-91-61 (64b),0x000006a7a5,2017-09-03 13:31:59.838297,1,1,22
9861,05-43-32-ff-03-d8-b5-58 (64b),0x000006a7d9,2017-09-03 13:32:00.103467,0,4,11
8561,05-43-32-ff-03-d7-99-58 (64b),0x000006a80b,2017-09-03 13:32:00.967474,1,2,14
8561,05-43-32-ff-04-d7-20-87 (64b),0x000006a80c,2017-09-03 13:32:01.112426,1,1,20
9460,05-43-32-ff-03-dd-85-61 (64b),0x000006a81c,2017-09-03 13:32:01.124253,1,1,24
8561,05-43-32-ff-03-da-a9-60 (64b),0x000006a80d,2017-09-03 13:32:01.238288,1,1,21
8561,05-43-32-ff-03-d7-86-62 (64b),0x000006a80e,2017-09-03 13:32:01.371474,1,1,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a864,2017-09-03 13:32:02.306628,1,1,25
8561,05-43-32-ff-04-d8-16-85 (64b),0x000006a874,2017-09-03 13:32:02.436269,1,1,25
8561,05-43-32-ff-03-da-a9-51 (64b),0x000006a875,2017-09-03 13:32:02.564249,1,1,22
1885,05-43-32-ff-03-dd-85-61 (64b),0x000006a881,2017-09-03 13:32:02.636254,0,4,17
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a8c9,2017-09-03 13:32:04.146056,1,2,13
8561,05-43-32-ff-03-d6-98-61 (64b),0x000006a8db,2017-09-03 13:32:04.272607,1,1,14
9563,05-43-32-ff-03-dd-85-61 (64b),0x000006a92a,2017-09-03 13:32:05.387466,0,4,12
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000006a92e,2017-09-03 13:32:05.476251,1,1,16
8561,05-43-32-ff-03-d7-b7-59 (64b),0x000006a92f,2017-09-03 13:32:05.604249,1,1,17
8561,05-43-32-ff-04-d8-18-85 (64b),0x000006a930,2017-09-03 13:32:05.735465,1,1,23
8561,05-43-32-ff-04-d9-23-86 (64b),0x000006a996,2017-09-03 13:32:07.19147,1,1,19
8561,05-43-32-ff-03-d8-95-63 (64b),0x000006a997,2017-09-03 13:32:07.319472,1,1,11
8561,05-43-32-ff-04-da-28-87 (64b),0x000006a9fd,2017-09-03 13:32:08.636259,1,1,21
8561,05-43-32-ff-04-d8-20-84 (64b),0x000006a9fe,2017-09-03 13:32:08.750335,1,1,16
8561,05-43-32-ff-03-d5-a2-62 (64b),0x000006aa64,2017-09-03 13:32:10.080256,1,1,25
8561,05-43-32-ff-03-de-96-64 (64b),0x000006aaca,2017-09-03 13:32:11.58404,1,4,24
8561,05-43-32-ff-03-d9-94-60 (64b),0x000006aacb,2017-09-03 13:32:11.751582,1,1,14
8561,05-43-32-ff-03-d9-89-61 (64b),0x000006aacc,2017-09-03 13:32:11.874052,1,1,20
8561,05-43-32-ff-03-d9-91-61 (64b),0x000006ab32,2017-09-03 13:32:13.118883,1,2,26
8561,05-43-32-ff-03-d7-99-58 (64b),0x000006ab33,2017-09-03 13:32:13.268382,1,1,15
8561,05-43-32-ff-04-d7-20-87 (64b),0x000006ab34,2017-09-03 13:32:13.39452,1,1,25
