node_id,sender,asn,time,channel,is_eb
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000011fe0,2017-09-01 17:17:14.139473,16,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000012088,2017-09-01 17:17:16.799477,19,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000120ed,2017-09-01 17:17:18.284252,14,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x000001210f,2017-09-01 17:17:18.694915,21,0
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.520596,17,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.520791,17,0
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.521973,17,0
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.522818,17,0
1685,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.575126,17,0
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.575331,17,0
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.577875,17,0
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.579222,17,0
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.587723,17,0
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.587895,17,0
a951,05-43-32-ff-03-dd-85-61 (64b),0x0000012131,2017-09-01 17:17:19.588834,17,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000121b7,2017-09-01 17:17:21.370313,22,0
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000012281,2017-09-01 17:17:24.282318,17,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012308,2017-09-01 17:17:26.339469,19,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000123d2,2017-09-01 17:17:29.459464,23,0
8561,05-43-32-ff-04-d8-16-85 (64b),0x00000124df,2017-09-01 17:17:33.38041,21,0
8561,05-43-32-ff-04-da-28-87 (64b),0x0000012501,2017-09-01 17:17:34.016557,17,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000012588,2017-09-01 17:17:36.207489,19,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000012652,2017-09-01 17:17:39.206892,23,0
8561,05-43-32-ff-03-da-a1-50 (64b),0x00000126d8,2017-09-01 17:17:41.118318,19,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000126fa,2017-09-01 17:17:41.438333,12,0
8561,05-43-32-ff-03-d7-99-58 (64b),0x000001275f,2017-09-01 17:17:43.118917,21,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000127c4,2017-09-01 17:17:44.523474,26,0
8561,05-43-32-ff-03-d9-94-60 (64b),0x000001286c,2017-09-01 17:17:47.234329,24,0
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000012936,2017-09-01 17:17:50.23832,25,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000012958,2017-09-01 17:17:50.599941,19,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000129bd,2017-09-01 17:17:52.131474,14,1
2087,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:52.940388,21,1
a951,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:52.941151,21,1
a150,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:52.944782,21,1
3587,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:52.979732,21,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:52.983486,21,1
9958,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:52.98839,21,1
8662,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:53.031463,21,1
1685,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:53.053217,21,1
9460,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:53.053277,21,1
1885,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:53.130843,21,1
8961,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:53.134528,21,1
2887,05-43-32-ff-03-dd-85-61 (64b),0x00000129df,2017-09-01 17:17:53.135092,21,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000012a65,2017-09-01 17:17:55.044049,15,1
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000012aca,2017-09-01 17:17:56.311462,12,1
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000012aec,2017-09-01 17:17:56.687461,24,0
8561,05-43-32-ff-04-da-28-87 (64b),0x0000012b73,2017-09-01 17:17:58.992583,18,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000012b94,2017-09-01 17:17:59.619464,26,0
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000012bf9,2017-09-01 17:18:00.731519,11,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000012c3d,2017-09-01 17:18:02.00289,14,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000012d6c,2017-09-01 17:18:06.499476,24,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000012d8d,2017-09-01 17:18:06.811481,14,0
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000012daf,2017-09-01 17:18:07.430119,21,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000012e14,2017-09-01 17:18:08.967469,26,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000012e57,2017-09-01 17:18:10.028252,22,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000012e9b,2017-09-01 17:18:11.359465,13,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000012f86,2017-09-01 17:18:14.407469,25,1
8561,05-43-32-ff-04-d8-16-85 (64b),0x00000130b5,2017-09-01 17:18:19.102343,15,1
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000130d7,2017-09-01 17:18:19.44828,22,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x000001313c,2017-09-01 17:18:21.119477,24,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x000001317f,2017-09-01 17:18:21.946345,21,0
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000013206,2017-09-01 17:18:24.160454,25,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x00000132d0,2017-09-01 17:18:27.187464,16,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000013378,2017-09-01 17:18:29.602336,19,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000133bc,2017-09-01 17:18:30.903473,24,0
8561,05-43-32-ff-04-d8-18-85 (64b),0x00000133dd,2017-09-01 17:18:31.379463,14,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000133ff,2017-09-01 17:18:31.580059,21,1
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000013421,2017-09-01 17:18:32.386566,17,1
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000013442,2017-09-01 17:18:32.739331,23,1
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:33.982965,25,1
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:33.98333,25,1
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:33.987595,25,1
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:33.987657,25,1
1885,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:33.990669,25,1
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:33.993111,25,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:33.993762,25,1
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:33.993869,25,1
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:34.015469,25,1
1685,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:34.076055,25,1
a951,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:34.076639,25,1
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000013486,2017-09-01 17:18:34.148076,25,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000134a7,2017-09-01 17:18:34.191465,22,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000013571,2017-09-01 17:18:37.212266,17,0
8561,05-43-32-ff-04-da-28-87 (64b),0x00000135f8,2017-09-01 17:18:39.234917,19,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x000001363b,2017-09-01 17:18:40.336281,13,1
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000136a0,2017-09-01 17:18:41.759517,16,1
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000136c2,2017-09-01 17:18:42.37232,23,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000136e4,2017-09-01 17:18:43.124283,26,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000013727,2017-09-01 17:18:43.779515,22,1
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000013749,2017-09-01 17:18:44.542868,11,1
9460,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.310547,24,0
3587,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.359471,24,0
2087,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.44668,24,0
a150,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.44734,24,0
1685,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.447932,24,0
a951,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.448939,24,0
8662,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.459087,24,0
8961,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.521284,24,0
9958,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.521456,24,0
2887,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.523087,24,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.527567,24,0
1885,05-43-32-ff-03-dd-85-61 (64b),0x000001378c,2017-09-01 17:18:45.52819,24,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000013813,2017-09-01 17:18:47.531474,18,0
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000013878,2017-09-01 17:18:49.10034,19,1
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000138bb,2017-09-01 17:18:49.919463,13,0
8561,05-43-32-ff-03-da-a1-50 (64b),0x00000138dd,2017-09-01 17:18:50.722387,14,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000138fe,2017-09-01 17:18:51.019465,20,0
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000013942,2017-09-01 17:18:52.174537,23,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000013985,2017-09-01 17:18:53.026899,15,1
a951,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.534459,12,0
1885,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.550412,12,0
1685,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.599466,12,0
8961,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.601948,12,0
2887,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.639467,12,0
2087,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.641304,12,0
9958,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.64379,12,0
8662,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.644457,12,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000139ea,2017-09-01 17:18:54.646646,12,0
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000013ba0,2017-09-01 17:19:01.311486,16,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000013c26,2017-09-01 17:19:03.046383,25,1
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000013cad,2017-09-01 17:19:05.054925,14,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000013e63,2017-09-01 17:19:12.000493,18,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000013ff7,2017-09-01 17:19:18.002905,22,1
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000140c1,2017-09-01 17:19:21.042922,17,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000014104,2017-09-01 17:19:21.771467,26,0
8561,05-43-32-ff-04-da-28-87 (64b),0x00000141ac,2017-09-01 17:19:24.544244,24,0
8561,05-43-32-ff-04-dd-35-87 (64b),0x00000141ce,2017-09-01 17:19:24.760243,20,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000014255,2017-09-01 17:19:27.120261,15,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000143a5,2017-09-01 17:19:31.915478,15,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x000001442c,2017-09-01 17:19:33.931481,24,0
8561,05-43-32-ff-03-da-a1-50 (64b),0x000001446f,2017-09-01 17:19:35.08027,21,1
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000144b3,2017-09-01 17:19:36.155494,18,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000144f6,2017-09-01 17:19:36.963473,25,0
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000014539,2017-09-01 17:19:37.960485,11,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x000001455b,2017-09-01 17:19:38.488298,13,0
8561,05-43-32-ff-04-d8-18-85 (64b),0x000001457d,2017-09-01 17:19:39.243477,14,1
8561,05-43-32-ff-04-dd-35-87 (64b),0x00000145e2,2017-09-01 17:19:40.854578,23,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000014625,2017-09-01 17:19:41.528261,15,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000014647,2017-09-01 17:19:42.283477,22,0
1685,05-43-32-ff-03-dd-85-61 (64b),0x0000014668,2017-09-01 17:19:42.624255,19,1
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000014668,2017-09-01 17:19:42.680582,19,1
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000014668,2017-09-01 17:19:42.681203,19,1
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000014668,2017-09-01 17:19:42.684553,19,1
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000014668,2017-09-01 17:19:42.739464,19,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000146ac,2017-09-01 17:19:43.854116,24,0
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000014732,2017-09-01 17:19:45.690317,23,0
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000147b9,2017-09-01 17:19:47.546359,11,0
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000147fc,2017-09-01 17:19:48.611467,24,0
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000014883,2017-09-01 17:19:50.772472,18,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000148c6,2017-09-01 17:19:51.782364,25,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x000001490a,2017-09-01 17:19:52.952313,12,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x000001492b,2017-09-01 17:19:53.291466,13,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000014990,2017-09-01 17:19:54.814342,16,0
8561,05-43-32-ff-03-da-a1-50 (64b),0x00000149d4,2017-09-01 17:19:55.95488,26,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000014a5a,2017-09-01 17:19:57.846604,12,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000014abf,2017-09-01 17:19:59.350377,21,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000014b46,2017-09-01 17:20:01.298917,25,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000014c32,2017-09-01 17:20:05.095503,23,1
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000014cda,2017-09-01 17:20:07.482888,12,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000014d82,2017-09-01 17:20:10.094065,23,0
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000014e09,2017-09-01 17:20:12.043474,11,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000014e2b,2017-09-01 17:20:12.791467,13,0
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000014f7b,2017-09-01 17:20:17.703465,13,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000014fbf,2017-09-01 17:20:18.860629,21,1
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000015024,2017-09-01 17:20:20.211472,26,0
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000015045,2017-09-01 17:20:20.851519,15,1
8561,05-43-32-ff-04-da-28-87 (64b),0x00000150aa,2017-09-01 17:20:22.178338,12,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000015153,2017-09-01 17:20:24.936701,18,0
8561,05-43-32-ff-04-dd-35-87 (64b),0x000001521d,2017-09-01 17:20:27.903478,14,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x000001523e,2017-09-01 17:20:28.251463,20,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000015260,2017-09-01 17:20:28.623462,16,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x00000152a3,2017-09-01 17:20:29.763473,18,0
8561,05-43-32-ff-03-d7-86-62 (64b),0x000001538f,2017-09-01 17:20:33.312338,21,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000153b1,2017-09-01 17:20:34.115464,17,1
3587,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.196252,23,1
9460,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.22746,23,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.260246,23,1
1885,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.270303,23,1
a150,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.337173,23,1
2087,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.33854,23,1
1685,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.345465,23,1
2887,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.347345,23,1
a951,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.347405,23,1
8662,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.348202,23,1
8961,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.400559,23,1
9958,05-43-32-ff-03-dd-85-61 (64b),0x00000153d2,2017-09-01 17:20:34.4048,23,1
8561,05-43-32-ff-04-d8-16-85 (64b),0x000001547b,2017-09-01 17:20:37.01948,13,0
8561,05-43-32-ff-04-d8-16-85 (64b),0x000001549c,2017-09-01 17:20:37.232269,24,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000015545,2017-09-01 17:20:40.052331,15,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000015588,2017-09-01 17:20:40.782383,19,1
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000155ed,2017-09-01 17:20:42.419473,14,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x000001560f,2017-09-01 17:20:43.174874,21,0
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000015630,2017-09-01 17:20:43.574309,16,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000156b7,2017-09-01 17:20:45.472553,22,0
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000157e6,2017-09-01 17:20:49.906988,25,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000158b0,2017-09-01 17:20:52.942882,16,0
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.468771,15,0
a951,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.542322,15,0
1685,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.610654,15,0
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.61428,15,0
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.62434,15,0
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.656541,15,0
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.66549,15,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.665924,15,0
1885,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.687467,15,0
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.688202,15,0
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.6888,15,0
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000015915,2017-09-01 17:20:54.689395,15,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x000001597a,2017-09-01 17:20:55.982533,12,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x000001599c,2017-09-01 17:20:56.848287,24,1
8561,05-43-32-ff-04-d8-16-85 (64b),0x00000159bd,2017-09-01 17:20:57.256254,14,0
8561,05-43-32-ff-04-d8-18-85 (64b),0x00000159df,2017-09-01 17:20:57.446312,21,0
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000015a87,2017-09-01 17:21:00.10632,22,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000015aa9,2017-09-01 17:21:00.538335,11,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000015b30,2017-09-01 17:21:03.015474,16,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000015b73,2017-09-01 17:21:03.576071,18,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000015b95,2017-09-01 17:21:04.331473,15,1
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000015bb6,2017-09-01 17:21:04.776258,25,1
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.118552,19,0
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.164056,19,0
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.223466,19,0
1885,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.227527,19,0
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.320423,19,0
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.322936,19,0
1685,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.326992,19,0
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.327051,19,0
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.328325,19,0
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.330775,19,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.331293,19,0
a951,05-43-32-ff-03-dd-85-61 (64b),0x0000015bd8,2017-09-01 17:21:05.331333,19,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000015ce5,2017-09-01 17:21:09.270341,15,1
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000015d07,2017-09-01 17:21:09.766361,22,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000015df3,2017-09-01 17:21:13.391474,18,1
