node_id,sender,asn,time,channel,is_eb
8561,05-43-32-ff-03-d9-91-61 (64b),0x0000068e12,2017-09-03 13:30:20.754298,23,1
a951,05-43-32-ff-03-d9-91-61 (64b),0x0000068e12,2017-09-03 13:30:20.821638,23,1
9861,05-43-32-ff-03-d9-91-61 (64b),0x0000068e12,2017-09-03 13:30:20.832749,23,1
1685,05-43-32-ff-03-d9-91-61 (64b),0x0000068e12,2017-09-03 13:30:20.835849,23,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000068e77,2017-09-03 13:30:22.347475,22,0
9861,05-43-32-ff-04-d7-20-87 (64b),0x0000068ebb,2017-09-03 13:30:23.714684,13,0
1685,05-43-32-ff-04-d7-20-87 (64b),0x0000068ebb,2017-09-03 13:30:23.715451,13,0
a951,05-43-32-ff-04-d7-20-87 (64b),0x0000068ebb,2017-09-03 13:30:23.716099,13,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000068ebb,2017-09-03 13:30:23.716865,13,0
a951,05-43-32-ff-03-d9-91-61 (64b),0x0000068efe,2017-09-03 13:30:24.358724,20,0
1685,05-43-32-ff-03-d9-91-61 (64b),0x0000068efe,2017-09-03 13:30:24.360514,20,0
9861,05-43-32-ff-03-d9-91-61 (64b),0x0000068efe,2017-09-03 13:30:24.382077,20,0
a951,05-43-32-ff-03-d7-b7-59 (64b),0x0000068f20,2017-09-03 13:30:25.168481,16,1
1685,05-43-32-ff-03-d7-b7-59 (64b),0x0000068f63,2017-09-03 13:30:25.718065,18,0
a951,05-43-32-ff-03-d7-b7-59 (64b),0x0000068f63,2017-09-03 13:30:25.776268,18,0
9861,05-43-32-ff-03-d7-b7-59 (64b),0x0000068f63,2017-09-03 13:30:25.899464,18,0
1685,05-43-32-ff-04-d8-18-85 (64b),0x0000068f85,2017-09-03 13:30:26.724558,15,1
1685,05-43-32-ff-03-d5-a2-62 (64b),0x0000068fc8,2017-09-03 13:30:27.291149,19,0
a951,05-43-32-ff-04-d8-18-85 (64b),0x0000068fc8,2017-09-03 13:30:27.388258,19,0
9861,05-43-32-ff-04-d8-18-85 (64b),0x0000068fc8,2017-09-03 13:30:27.415411,19,0
8561,05-43-32-ff-04-d8-18-85 (64b),0x0000068fc8,2017-09-03 13:30:27.424252,19,0
a951,05-43-32-ff-04-da-28-87 (64b),0x0000068fea,2017-09-03 13:30:28.183502,12,0
8561,05-43-32-ff-04-d8-16-85 (64b),0x000006902d,2017-09-03 13:30:28.794469,14,1
a951,05-43-32-ff-04-d8-16-85 (64b),0x000006902d,2017-09-03 13:30:28.815461,14,1
9861,05-43-32-ff-04-d8-16-85 (64b),0x000006902d,2017-09-03 13:30:28.939465,14,1
1685,05-43-32-ff-03-d8-95-63 (64b),0x0000069119,2017-09-03 13:30:32.702362,11,1
9861,05-43-32-ff-03-d8-95-63 (64b),0x0000069119,2017-09-03 13:30:32.827462,11,1
8561,05-43-32-ff-03-da-a9-51 (64b),0x0000069226,2017-09-03 13:30:36.519474,25,1
9861,05-43-32-ff-03-d7-b7-59 (64b),0x0000069226,2017-09-03 13:30:36.546062,25,0
1685,05-43-32-ff-03-da-a9-51 (64b),0x0000069226,2017-09-03 13:30:36.547689,25,1
1685,05-43-32-ff-03-d7-99-58 (64b),0x000006928b,2017-09-03 13:30:37.875463,13,0
8561,05-43-32-ff-03-d7-99-58 (64b),0x000006928b,2017-09-03 13:30:37.918422,13,0
a951,05-43-32-ff-03-d7-99-58 (64b),0x000006928b,2017-09-03 13:30:38.058282,13,0
a951,05-43-32-ff-04-da-28-87 (64b),0x00000692ad,2017-09-03 13:30:38.904482,14,0
1685,05-43-32-ff-04-da-28-87 (64b),0x00000692ad,2017-09-03 13:30:38.907595,14,0
8561,05-43-32-ff-04-da-28-87 (64b),0x00000692ad,2017-09-03 13:30:38.915469,14,0
a951,05-43-32-ff-03-de-96-64 (64b),0x00000692ce,2017-09-03 13:30:39.050154,20,1
1685,05-43-32-ff-03-de-96-64 (64b),0x00000692ce,2017-09-03 13:30:39.050332,20,1
8561,05-43-32-ff-03-de-96-64 (64b),0x00000692ce,2017-09-03 13:30:39.311476,20,1
8561,05-43-32-ff-04-d9-23-86 (64b),0x0000069312,2017-09-03 13:30:40.259475,23,1
a951,05-43-32-ff-03-d9-89-61 (64b),0x0000069312,2017-09-03 13:30:40.419468,23,0
1685,05-43-32-ff-03-d9-89-61 (64b),0x0000069312,2017-09-03 13:30:40.426934,23,0
a951,05-43-32-ff-03-d9-91-61 (64b),0x0000069398,2017-09-03 13:30:42.028255,19,0
1685,05-43-32-ff-03-d9-91-61 (64b),0x0000069398,2017-09-03 13:30:42.107464,19,0
8561,05-43-32-ff-03-d9-91-61 (64b),0x0000069398,2017-09-03 13:30:42.356152,19,0
8561,05-43-32-ff-04-d9-23-86 (64b),0x00000693fd,2017-09-03 13:30:43.560249,14,0
a951,05-43-32-ff-04-d9-23-86 (64b),0x00000693fd,2017-09-03 13:30:43.60005,14,0
1685,05-43-32-ff-04-d9-23-86 (64b),0x00000693fd,2017-09-03 13:30:43.619462,14,0
1685,05-43-32-ff-04-d7-20-87 (64b),0x000006941f,2017-09-03 13:30:43.957164,21,0
a951,05-43-32-ff-04-d7-20-87 (64b),0x000006941f,2017-09-03 13:30:43.957337,21,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x000006941f,2017-09-03 13:30:44.01033,21,0
a951,05-43-32-ff-03-d8-95-63 (64b),0x0000069462,2017-09-03 13:30:45.127043,23,0
1685,05-43-32-ff-03-d8-95-63 (64b),0x0000069462,2017-09-03 13:30:45.139468,23,0
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000069462,2017-09-03 13:30:45.399461,23,0
8561,05-43-32-ff-03-d7-b7-59 (64b),0x00000694a6,2017-09-03 13:30:46.334881,25,1
1685,05-43-32-ff-03-d7-b7-59 (64b),0x00000694a6,2017-09-03 13:30:46.375466,25,1
a951,05-43-32-ff-03-d7-b7-59 (64b),0x00000694a6,2017-09-03 13:30:46.486312,25,1
1685,05-43-32-ff-03-d7-b7-59 (64b),0x00000694c7,2017-09-03 13:30:46.576252,22,0
8561,05-43-32-ff-03-d7-b7-59 (64b),0x00000694c7,2017-09-03 13:30:46.722303,22,0
8561,05-43-32-ff-04-d8-18-85 (64b),0x000006952c,2017-09-03 13:30:48.582089,24,0
a951,05-43-32-ff-04-da-28-87 (64b),0x000006954e,2017-09-03 13:30:48.668062,20,0
1685,05-43-32-ff-04-da-28-87 (64b),0x000006954e,2017-09-03 13:30:48.672958,20,0
a951,05-43-32-ff-04-d8-16-85 (64b),0x0000069570,2017-09-03 13:30:49.527479,16,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000695b3,2017-09-03 13:30:50.087464,18,1
a951,05-43-32-ff-03-d7-99-58 (64b),0x00000695b3,2017-09-03 13:30:50.186756,18,0
1685,05-43-32-ff-04-d7-20-87 (64b),0x00000695b3,2017-09-03 13:30:50.21492,18,1
1685,05-43-32-ff-03-d7-86-62 (64b),0x00000695d5,2017-09-03 13:30:50.976551,15,0
a951,05-43-32-ff-03-d7-86-62 (64b),0x00000695d5,2017-09-03 13:30:51.052257,15,0
1685,05-43-32-ff-03-d5-a2-62 (64b),0x00000695f6,2017-09-03 13:30:51.196545,25,1
a951,05-43-32-ff-03-d5-a2-62 (64b),0x00000695f6,2017-09-03 13:30:51.197891,25,1
8561,05-43-32-ff-03-d5-a2-62 (64b),0x00000695f6,2017-09-03 13:30:51.472261,25,1
a951,05-43-32-ff-03-d7-99-58 (64b),0x0000069618,2017-09-03 13:30:51.596257,19,1
1685,05-43-32-ff-04-da-28-87 (64b),0x000006963a,2017-09-03 13:30:52.457524,12,1
a951,05-43-32-ff-04-da-28-87 (64b),0x000006963a,2017-09-03 13:30:52.554328,12,1
1685,05-43-32-ff-03-da-a9-51 (64b),0x000006965b,2017-09-03 13:30:52.658371,13,0
8561,05-43-32-ff-03-da-a9-51 (64b),0x000006965b,2017-09-03 13:30:52.987465,13,0
1685,05-43-32-ff-03-d9-94-60 (64b),0x000006969f,2017-09-03 13:30:53.919468,21,1
a951,05-43-32-ff-04-d8-16-85 (64b),0x00000696e2,2017-09-03 13:30:54.770323,23,0
1685,05-43-32-ff-03-d8-95-63 (64b),0x0000069704,2017-09-03 13:30:55.495474,26,0
a951,05-43-32-ff-03-d8-95-63 (64b),0x0000069704,2017-09-03 13:30:55.584254,26,0
1685,05-43-32-ff-04-d8-20-84 (64b),0x0000069747,2017-09-03 13:30:56.166386,22,1
a951,05-43-32-ff-04-d8-20-84 (64b),0x0000069747,2017-09-03 13:30:56.295365,22,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000069747,2017-09-03 13:30:56.301765,22,1
a951,05-43-32-ff-03-d7-b7-59 (64b),0x0000069769,2017-09-03 13:30:57.127168,11,0
8561,05-43-32-ff-03-d7-b7-59 (64b),0x0000069769,2017-09-03 13:30:57.127796,11,0
1685,05-43-32-ff-03-d7-b7-59 (64b),0x0000069769,2017-09-03 13:30:57.131332,11,0
a951,05-43-32-ff-03-da-a9-60 (64b),0x000006978a,2017-09-03 13:30:57.285593,12,1
1685,05-43-32-ff-03-da-a9-60 (64b),0x000006978a,2017-09-03 13:30:57.28946,12,1
8561,05-43-32-ff-03-da-a9-60 (64b),0x000006978a,2017-09-03 13:30:57.676248,12,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000069876,2017-09-03 13:31:00.711465,25,0
a951,05-43-32-ff-03-d7-86-62 (64b),0x0000069876,2017-09-03 13:31:00.850744,25,0
1685,05-43-32-ff-03-d7-86-62 (64b),0x0000069876,2017-09-03 13:31:00.855459,25,0
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000069898,2017-09-03 13:31:01.721898,19,0
8561,05-43-32-ff-04-d8-18-85 (64b),0x00000698db,2017-09-03 13:31:02.190318,13,0
a951,05-43-32-ff-04-d8-18-85 (64b),0x00000698db,2017-09-03 13:31:02.36444,13,0
1685,05-43-32-ff-04-d8-18-85 (64b),0x00000698db,2017-09-03 13:31:02.371467,13,0
1685,05-43-32-ff-03-da-a9-51 (64b),0x00000698fd,2017-09-03 13:31:03.181214,14,0
8561,05-43-32-ff-03-de-96-64 (64b),0x000006991e,2017-09-03 13:31:03.314536,20,1
1685,05-43-32-ff-03-de-96-64 (64b),0x000006991e,2017-09-03 13:31:03.355463,20,1
a951,05-43-32-ff-03-de-96-64 (64b),0x000006991e,2017-09-03 13:31:03.379461,20,1
a951,05-43-32-ff-03-d7-86-62 (64b),0x0000069940,2017-09-03 13:31:03.704267,16,1
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000069940,2017-09-03 13:31:03.755587,16,1
1685,05-43-32-ff-03-d7-86-62 (64b),0x0000069940,2017-09-03 13:31:03.76537,16,1
1685,05-43-32-ff-04-d7-20-87 (64b),0x0000069962,2017-09-03 13:31:04.727475,23,0
a951,05-43-32-ff-04-d7-20-87 (64b),0x0000069962,2017-09-03 13:31:04.73552,23,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000069962,2017-09-03 13:31:04.746288,23,0
a951,05-43-32-ff-04-d8-16-85 (64b),0x0000069983,2017-09-03 13:31:04.874347,18,0
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000069983,2017-09-03 13:31:05.011465,18,0
a951,05-43-32-ff-03-d9-91-61 (64b),0x00000699a5,2017-09-03 13:31:05.278896,15,0
1685,05-43-32-ff-03-d9-91-61 (64b),0x00000699a5,2017-09-03 13:31:05.403465,15,0
9161,05-43-32-ff-03-dd-85-61 (64b),0x00000699c7,2017-09-03 13:31:06.175468,22,1
1685,05-43-32-ff-04-da-28-87 (64b),0x00000699e8,2017-09-03 13:31:06.23552,19,1
a951,05-43-32-ff-03-dd-85-61 (64b),0x00000699c7,2017-09-03 13:31:06.253558,22,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000699c7,2017-09-03 13:31:06.261023,22,1
a951,05-43-32-ff-03-dd-85-61 (64b),0x00000699e8,2017-09-03 13:31:06.398837,19,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x00000699e8,2017-09-03 13:31:06.402414,19,0
1685,05-43-32-ff-03-d7-b7-59 (64b),0x0000069a0a,2017-09-03 13:31:06.800257,12,0
a951,05-43-32-ff-03-d7-99-58 (64b),0x0000069a2c,2017-09-03 13:31:07.774871,24,1
1685,05-43-32-ff-03-d7-99-58 (64b),0x0000069a2c,2017-09-03 13:31:07.775465,24,1
a951,05-43-32-ff-03-d7-b7-59 (64b),0x0000069a4d,2017-09-03 13:31:07.917229,14,1
1685,05-43-32-ff-03-d7-b7-59 (64b),0x0000069a4d,2017-09-03 13:31:07.917817,14,1
a951,05-43-32-ff-04-d8-18-85 (64b),0x0000069a6f,2017-09-03 13:31:08.321209,21,0
1685,05-43-32-ff-03-d5-a2-62 (64b),0x0000069a6f,2017-09-03 13:31:08.322696,21,0
8561,05-43-32-ff-03-d5-a2-62 (64b),0x0000069a6f,2017-09-03 13:31:08.414057,21,0
1685,05-43-32-ff-03-d9-91-61 (64b),0x0000069a91,2017-09-03 13:31:09.295395,17,1
8561,05-43-32-ff-03-d9-91-61 (64b),0x0000069a91,2017-09-03 13:31:09.300941,17,1
a951,05-43-32-ff-03-d9-91-61 (64b),0x0000069a91,2017-09-03 13:31:09.319464,17,1
1685,05-43-32-ff-04-d7-20-87 (64b),0x0000069ab2,2017-09-03 13:31:09.436651,23,1
a951,05-43-32-ff-04-d7-20-87 (64b),0x0000069ab2,2017-09-03 13:31:09.457171,23,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000069ab2,2017-09-03 13:31:09.759465,23,1
1685,05-43-32-ff-03-d9-89-61 (64b),0x0000069af6,2017-09-03 13:31:10.806601,25,0
a951,05-43-32-ff-03-d7-99-58 (64b),0x0000069af6,2017-09-03 13:31:10.810977,25,0
a951,05-43-32-ff-03-d7-86-62 (64b),0x0000069b17,2017-09-03 13:31:10.954393,22,0
1685,05-43-32-ff-03-d7-86-62 (64b),0x0000069b17,2017-09-03 13:31:10.97808,22,0
a951,05-43-32-ff-04-d8-20-84 (64b),0x0000069b39,2017-09-03 13:31:11.354889,11,0
1685,05-43-32-ff-03-da-a9-51 (64b),0x0000069b9e,2017-09-03 13:31:12.9563,20,0
1685,05-43-32-ff-03-da-a9-51 (64b),0x0000069bc0,2017-09-03 13:31:13.850368,16,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.890164,17,0
1885,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.891659,17,0
a960,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.903469,17,0
9664,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.938995,17,0
9563,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.940797,17,0
b759,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.951469,17,0
1685,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.987553,17,0
2386,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.996471,17,0
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:13.999527,17,0
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:14.015466,17,0
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:14.021361,17,0
9161,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:14.038379,17,0
a951,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:14.103436,17,0
9460,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:14.104797,17,0
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:14.105702,17,0
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000069be1,2017-09-03 13:31:14.107544,17,0
a951,05-43-32-ff-04-d8-16-85 (64b),0x0000069c25,2017-09-03 13:31:15.350426,15,0
a951,05-43-32-ff-03-d9-91-61 (64b),0x0000069c46,2017-09-03 13:31:15.508499,25,0
1685,05-43-32-ff-03-d9-91-61 (64b),0x0000069c46,2017-09-03 13:31:15.519462,25,0
1685,05-43-32-ff-03-d8-95-63 (64b),0x0000069c68,2017-09-03 13:31:15.859463,19,0
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000069c68,2017-09-03 13:31:15.919462,19,0
a951,05-43-32-ff-04-da-28-87 (64b),0x0000069c8a,2017-09-03 13:31:16.765902,12,1
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000069c8a,2017-09-03 13:31:16.767983,12,1
1685,05-43-32-ff-04-da-28-87 (64b),0x0000069c8a,2017-09-03 13:31:16.887104,12,1
a951,05-43-32-ff-03-d7-b7-59 (64b),0x0000069cab,2017-09-03 13:31:16.968257,13,0
1685,05-43-32-ff-03-d7-b7-59 (64b),0x0000069cab,2017-09-03 13:31:17.023472,13,0
a951,05-43-32-ff-04-d9-23-86 (64b),0x0000069ccd,2017-09-03 13:31:17.432628,14,1
1685,05-43-32-ff-04-d9-23-86 (64b),0x0000069ccd,2017-09-03 13:31:17.436489,14,1
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000069cef,2017-09-03 13:31:18.347478,21,1
1685,05-43-32-ff-03-d8-b5-58 (64b),0x0000069cef,2017-09-03 13:31:18.405436,21,1
a951,05-43-32-ff-03-d8-b5-58 (64b),0x0000069cef,2017-09-03 13:31:18.406041,21,1
a951,05-43-32-ff-04-d8-20-84 (64b),0x0000069d10,2017-09-03 13:31:18.552249,16,1
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000069d10,2017-09-03 13:31:18.652252,16,1
1685,05-43-32-ff-03-d9-91-61 (64b),0x0000069d54,2017-09-03 13:31:19.743472,26,1
a951,05-43-32-ff-03-d9-91-61 (64b),0x0000069d54,2017-09-03 13:31:19.802318,26,1
8561,05-43-32-ff-03-d9-91-61 (64b),0x0000069d54,2017-09-03 13:31:19.914328,26,1
a951,05-43-32-ff-03-d7-86-62 (64b),0x0000069db9,2017-09-03 13:31:21.44252,11,0
1685,05-43-32-ff-03-d7-86-62 (64b),0x0000069db9,2017-09-03 13:31:21.455465,11,0
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000069db9,2017-09-03 13:31:21.456993,11,0
a951,05-43-32-ff-04-d8-20-84 (64b),0x0000069dda,2017-09-03 13:31:21.591466,12,0
8561,05-43-32-ff-03-da-a9-60 (64b),0x0000069dfc,2017-09-03 13:31:21.942308,24,1
a951,05-43-32-ff-03-da-a9-60 (64b),0x0000069dfc,2017-09-03 13:31:21.994323,24,1
1685,05-43-32-ff-03-da-a9-60 (64b),0x0000069dfc,2017-09-03 13:31:22.087464,24,1
a951,05-43-32-ff-04-d8-16-85 (64b),0x0000069e83,2017-09-03 13:31:24.362516,18,1
8561,05-43-32-ff-04-d8-16-85 (64b),0x0000069e83,2017-09-03 13:31:24.379465,18,1
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000069ec6,2017-09-03 13:31:25.026408,25,0
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000069ee8,2017-09-03 13:31:26.014623,19,0
a951,05-43-32-ff-04-d8-16-85 (64b),0x0000069f09,2017-09-03 13:31:26.040247,11,0
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000069f09,2017-09-03 13:31:26.546298,11,0
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000069f4d,2017-09-03 13:31:27.356306,14,1
a951,05-43-32-ff-04-d7-20-87 (64b),0x0000069f4d,2017-09-03 13:31:27.403331,14,1
1685,05-43-32-ff-04-d7-20-87 (64b),0x0000069f4d,2017-09-03 13:31:27.520253,14,1
a951,05-43-32-ff-03-d7-b7-59 (64b),0x0000069f6e,2017-09-03 13:31:27.604268,20,0
1685,05-43-32-ff-03-d7-b7-59 (64b),0x0000069f6e,2017-09-03 13:31:27.670277,20,0
8561,05-43-32-ff-03-d7-b7-59 (64b),0x0000069f6e,2017-09-03 13:31:27.876247,20,0
1685,05-43-32-ff-03-d8-95-63 (64b),0x0000069fb2,2017-09-03 13:31:28.85635,23,1
8561,05-43-32-ff-03-d8-95-63 (64b),0x0000069fb2,2017-09-03 13:31:28.930348,23,1
a951,05-43-32-ff-03-d8-95-63 (64b),0x0000069fb2,2017-09-03 13:31:29.003462,23,1
8561,05-43-32-ff-04-d9-23-86 (64b),0x000006a102,2017-09-03 13:31:33.684259,23,0
1685,05-43-32-ff-04-d9-23-86 (64b),0x000006a102,2017-09-03 13:31:33.766573,23,0
a951,05-43-32-ff-04-d9-23-86 (64b),0x000006a102,2017-09-03 13:31:33.771575,23,0
a951,05-43-32-ff-04-d8-16-85 (64b),0x000006a167,2017-09-03 13:31:35.254737,22,0
2084,05-43-32-ff-03-dd-85-61 (64b),0x000006a167,2017-09-03 13:31:35.288649,22,0
a951,05-43-32-ff-04-d7-20-87 (64b),0x000006a275,2017-09-03 13:31:39.683739,15,1
1685,05-43-32-ff-04-d7-20-87 (64b),0x000006a275,2017-09-03 13:31:39.684377,15,1
9861,05-43-32-ff-04-d8-16-85 (64b),0x000006a2da,2017-09-03 13:31:41.095483,12,1
a951,05-43-32-ff-03-d7-86-62 (64b),0x000006a31d,2017-09-03 13:31:41.68829,14,0
1685,05-43-32-ff-03-da-a9-51 (64b),0x000006a33f,2017-09-03 13:31:42.73166,21,0
1685,05-43-32-ff-03-da-a9-51 (64b),0x000006a3c5,2017-09-03 13:31:44.364256,15,0
