node_id,destination,asn,time,ack,tx,channel
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000039bb,2017-09-02 11:07:01.004936,1,1,13
8961,05-43-32-ff-03-dd-85-61 (64b),0x00000039dd,2017-09-02 11:07:01.399464,1,1,14
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000003a03,2017-09-02 11:07:02.039486,1,2,15
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000003a04,2017-09-02 11:07:02.248265,1,1,25
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000003a6a,2017-09-02 11:07:03.720325,1,2,24
8561,05-43-32-ff-04-da-28-87 (64b),0x0000003ad1,2017-09-02 11:07:05.187466,1,1,18
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000003b0c,2017-09-02 11:07:05.974895,1,1,24
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000003b2e,2017-09-02 11:07:06.774896,1,2,20
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000003b32,2017-09-02 11:07:06.928276,1,1,26
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000003b37,2017-09-02 11:07:07.054305,1,1,11
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000003b71,2017-09-02 11:07:07.592329,1,1,17
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000003b97,2017-09-02 11:07:08.123472,1,1,11
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000003b9d,2017-09-02 11:07:08.330372,1,3,21
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000003b9e,2017-09-02 11:07:08.507461,1,1,16
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000003bb4,2017-09-02 11:07:08.59832,0,4,26
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000003bfc,2017-09-02 11:07:09.75776,1,1,20
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000003bf8,2017-09-02 11:07:09.758503,1,3,19
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000003c04,2017-09-02 11:07:09.974239,1,2,25
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000003c61,2017-09-02 11:07:11.292251,1,1,18
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000003c6a,2017-09-02 11:07:11.424247,1,2,24
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000003c7e,2017-09-02 11:07:11.647524,1,1,20
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000003cc6,2017-09-02 11:07:12.792552,1,1,19
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000003cc7,2017-09-02 11:07:13.011615,1,1,11
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000003d2d,2017-09-02 11:07:14.199473,1,2,21
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000003d93,2017-09-02 11:07:15.774937,1,2,15
8561,05-43-32-ff-04-da-28-87 (64b),0x0000003d94,2017-09-02 11:07:15.99948,1,2,25
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000003df5,2017-09-02 11:07:17.388267,1,1,22
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000003dfa,2017-09-02 11:07:17.520251,1,1,24
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000003e77,2017-09-02 11:07:19.236267,0,4,22
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000003f2a,2017-09-02 11:07:22.118313,1,2,24
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000003f2b,2017-09-02 11:07:22.244248,1,2,14
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000003f2c,2017-09-02 11:07:22.371462,1,1,20
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000003f63,2017-09-02 11:07:22.803472,0,4,18
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000003f89,2017-09-02 11:07:23.314381,1,1,13
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000003fc8,2017-09-02 11:07:24.311471,1,1,19
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000003ff7,2017-09-02 11:07:25.002912,1,3,11
8561,05-43-32-ff-03-d7-86-62 (64b),0x000000404f,2017-09-02 11:07:26.523466,1,1,21
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000004056,2017-09-02 11:07:26.678983,1,1,19
8561,05-43-32-ff-04-da-28-87 (64b),0x0000004092,2017-09-02 11:07:27.220432,1,1,23
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000004122,2017-09-02 11:07:29.723467,1,2,26
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000004123,2017-09-02 11:07:29.847886,1,1,15
8561,05-43-32-ff-03-d9-89-61 (64b),0x000000415c,2017-09-02 11:07:30.25946,1,1,24
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000041ef,2017-09-02 11:07:32.428543,1,2,17
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000041f0,2017-09-02 11:07:32.634367,1,1,23
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004248,2017-09-02 11:07:34.055472,1,1,19
8561,05-43-32-ff-03-d7-99-58 (64b),0x00000042ad,2017-09-02 11:07:35.526895,1,2,14
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000042b3,2017-09-02 11:07:35.743477,1,1,15
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000004312,2017-09-02 11:07:37.142537,1,1,23
8561,05-43-32-ff-04-da-28-87 (64b),0x0000004355,2017-09-02 11:07:37.963478,1,1,15
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000004380,2017-09-02 11:07:38.658682,1,1,23
8561,05-43-32-ff-03-da-a1-50 (64b),0x00000043dc,2017-09-02 11:07:40.074526,1,1,24
8561,05-43-32-ff-03-d9-89-61 (64b),0x000000441f,2017-09-02 11:07:40.890907,1,1,21
8561,05-43-32-ff-04-d7-20-87 (64b),0x000000444d,2017-09-02 11:07:41.719473,1,1,21
8561,05-43-32-ff-03-d9-94-60 (64b),0x00000044b3,2017-09-02 11:07:43.183474,1,2,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000044e9,2017-09-02 11:07:43.935476,1,1,11
8561,05-43-32-ff-03-d7-99-58 (64b),0x000000452c,2017-09-02 11:07:44.944323,1,1,24
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000004576,2017-09-02 11:07:46.291466,1,2,19
8561,05-43-32-ff-04-dd-35-87 (64b),0x00000045dc,2017-09-02 11:07:47.803472,1,2,20
8561,05-43-32-ff-04-da-28-87 (64b),0x0000004642,2017-09-02 11:07:49.204311,1,1,26
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000004643,2017-09-02 11:07:49.404254,1,1,15
8561,05-43-32-ff-03-da-a1-50 (64b),0x00000046a9,2017-09-02 11:07:50.834314,1,1,13
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000046aa,2017-09-02 11:07:50.990323,1,1,24
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000004704,2017-09-02 11:07:52.243466,1,1,26
8561,05-43-32-ff-03-d9-94-60 (64b),0x000000478a,2017-09-02 11:07:54.028264,1,3,12
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000047d2,2017-09-02 11:07:55.24253,1,2,26
8561,05-43-32-ff-03-d7-99-58 (64b),0x00000047d3,2017-09-02 11:07:55.448242,1,1,15
8561,05-43-32-ff-03-d7-86-62 (64b),0x000000489e,2017-09-02 11:07:58.25865,1,3,16
8561,05-43-32-ff-04-da-28-87 (64b),0x00000048a0,2017-09-02 11:07:58.467465,1,1,23
9460,05-43-32-ff-03-dd-85-61 (64b),0x00000048fd,2017-09-02 11:07:59.887252,1,1,14
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004901,2017-09-02 11:07:59.89626,1,1,18
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000004904,2017-09-02 11:08:00.111464,1,2,25
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000004906,2017-09-02 11:08:00.242287,1,2,19
8561,05-43-32-ff-03-da-a1-50 (64b),0x000000496c,2017-09-02 11:08:01.532278,1,1,20
8561,05-43-32-ff-03-d9-89-61 (64b),0x000000496d,2017-09-02 11:08:01.703503,1,1,21
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000049d3,2017-09-02 11:08:02.935475,1,1,15
8961,05-43-32-ff-03-dd-85-61 (64b),0x00000049e8,2017-09-02 11:08:03.304282,1,2,19
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004a30,2017-09-02 11:08:04.396322,1,1,23
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000004a4d,2017-09-02 11:08:04.770933,1,2,14
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004a95,2017-09-02 11:08:05.975475,1,1,22
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004afa,2017-09-02 11:08:07.435466,1,1,24
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000004af6,2017-09-02 11:08:07.542296,1,1,25
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000004afb,2017-09-02 11:08:07.650312,1,2,14
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000004afc,2017-09-02 11:08:07.803473,1,1,20
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000004afd,2017-09-02 11:08:07.932261,1,1,21
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000004b03,2017-09-02 11:08:08.064244,1,4,15
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004b5f,2017-09-02 11:08:08.898933,1,1,17
8561,05-43-32-ff-04-da-28-87 (64b),0x0000004b63,2017-09-02 11:08:09.030399,1,1,15
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000004b7c,2017-09-02 11:08:09.374346,1,1,24
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004bc4,2017-09-02 11:08:10.622346,1,1,25
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000004bc9,2017-09-02 11:08:10.815474,1,1,13
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000004bca,2017-09-02 11:08:10.938372,1,1,24
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000004c30,2017-09-02 11:08:12.270377,1,1,23
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000004c68,2017-09-02 11:08:12.93947,1,1,19
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004c8e,2017-09-02 11:08:13.780249,1,1,16
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000004c96,2017-09-02 11:08:13.904244,1,1,19
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000004c97,2017-09-02 11:08:14.030315,1,1,11
9958,05-43-32-ff-03-dd-85-61 (64b),0x0000004ccd,2017-09-02 11:08:14.45946,1,4,14
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004cf3,2017-09-02 11:08:14.975461,1,1,15
8662,05-43-32-ff-03-dd-85-61 (64b),0x0000004d10,2017-09-02 11:08:15.459331,1,2,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004d58,2017-09-02 11:08:16.574321,1,1,12
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000004d59,2017-09-02 11:08:16.786306,1,1,13
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000004d5a,2017-09-02 11:08:16.908252,1,1,24
2084,05-43-32-ff-03-dd-85-61 (64b),0x0000004d97,2017-09-02 11:08:17.492259,1,1,22
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004dbd,2017-09-02 11:08:18.014313,1,1,21
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000004dc0,2017-09-02 11:08:18.142356,1,1,23
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004e22,2017-09-02 11:08:19.706335,1,1,26
8561,05-43-32-ff-04-da-28-87 (64b),0x0000004e26,2017-09-02 11:08:19.859464,1,3,19
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000004e27,2017-09-02 11:08:19.984248,1,1,11
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004e87,2017-09-02 11:08:21.054134,1,3,11
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000004e8d,2017-09-02 11:08:21.262293,1,1,21
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000004ef3,2017-09-02 11:08:22.899464,1,1,15
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000004ef4,2017-09-02 11:08:23.022317,1,1,25
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000004f5a,2017-09-02 11:08:24.272323,1,1,24
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000004fb6,2017-09-02 11:08:25.772644,1,1,19
8561,05-43-32-ff-03-d7-99-58 (64b),0x000000501c,2017-09-02 11:08:27.463464,1,2,20
8561,05-43-32-ff-03-d7-86-62 (64b),0x000000501d,2017-09-02 11:08:27.602404,1,1,21
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000005083,2017-09-02 11:08:28.810532,1,1,15
8561,05-43-32-ff-04-da-28-87 (64b),0x0000005084,2017-09-02 11:08:28.974454,1,1,25
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000050ea,2017-09-02 11:08:30.502305,1,1,24
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000005150,2017-09-02 11:08:32.018297,1,1,23
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000051b6,2017-09-02 11:08:33.2109,1,2,19
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000051b7,2017-09-02 11:08:33.424059,1,2,11
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000005214,2017-09-02 11:08:34.847486,1,1,25
8561,05-43-32-ff-03-d9-94-60 (64b),0x000000521d,2017-09-02 11:08:35.066353,1,3,21
8561,05-43-32-ff-03-d7-99-58 (64b),0x000000527a,2017-09-02 11:08:36.251472,1,1,24
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000052e0,2017-09-02 11:08:37.882896,1,2,23
8561,05-43-32-ff-04-dd-35-87 (64b),0x00000052e1,2017-09-02 11:08:38.10346,1,1,18
8561,05-43-32-ff-04-da-28-87 (64b),0x0000005347,2017-09-02 11:08:39.287475,1,2,11
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000053ad,2017-09-02 11:08:40.862904,1,1,21
8561,05-43-32-ff-03-da-a1-50 (64b),0x00000053ae,2017-09-02 11:08:41.083464,1,1,16
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000005414,2017-09-02 11:08:42.444534,1,1,25
8561,05-43-32-ff-04-d7-20-87 (64b),0x000000547a,2017-09-02 11:08:44.170319,1,1,24
8561,05-43-32-ff-03-d9-94-60 (64b),0x000000547b,2017-09-02 11:08:44.294051,1,1,14
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000054d7,2017-09-02 11:08:45.471466,1,1,11
8561,05-43-32-ff-03-d7-99-58 (64b),0x000000553d,2017-09-02 11:08:46.999197,1,1,21
8561,05-43-32-ff-03-d7-86-62 (64b),0x00000055a3,2017-09-02 11:08:48.40455,1,1,15
8561,05-43-32-ff-04-dd-35-87 (64b),0x00000055a4,2017-09-02 11:08:48.618406,1,1,25
8561,05-43-32-ff-04-da-28-87 (64b),0x000000560a,2017-09-02 11:08:50.03491,1,1,24
8561,05-43-32-ff-04-d8-20-84 (64b),0x000000560b,2017-09-02 11:08:50.260289,1,1,14
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000005671,2017-09-02 11:08:51.604378,1,1,18
8561,05-43-32-ff-03-d9-89-61 (64b),0x00000056aa,2017-09-02 11:08:52.436303,1,1,12
8561,05-43-32-ff-04-d7-20-87 (64b),0x00000056d8,2017-09-02 11:08:53.118938,1,1,12
8561,05-43-32-ff-03-d9-94-60 (64b),0x000000573e,2017-09-02 11:08:54.638426,1,2,16
8561,05-43-32-ff-03-d8-b5-58 (64b),0x000000579a,2017-09-02 11:08:56.252054,1,2,24
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000005800,2017-09-02 11:08:57.586897,1,2,23
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000005801,2017-09-02 11:08:57.794884,1,1,18
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000005867,2017-09-02 11:08:59.190877,1,1,11
8561,05-43-32-ff-03-d8-b5-58 (64b),0x00000058c9,2017-09-02 11:09:00.707671,1,1,13
9460,05-43-32-ff-03-dd-85-61 (64b),0x00000058c5,2017-09-02 11:09:00.720904,1,1,15
8561,05-43-32-ff-04-da-28-87 (64b),0x00000058cd,2017-09-02 11:09:00.882937,1,2,21
8561,05-43-32-ff-04-d8-20-84 (64b),0x00000058ce,2017-09-02 11:09:01.010071,1,1,16
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000005934,2017-09-02 11:09:02.383464,1,1,25
8561,05-43-32-ff-03-d9-89-61 (64b),0x000000599a,2017-09-02 11:09:03.920249,1,1,24
8561,05-43-32-ff-04-d7-20-87 (64b),0x000000599b,2017-09-02 11:09:04.044245,1,1,14
8561,05-43-32-ff-03-d9-94-60 (64b),0x0000005a01,2017-09-02 11:09:05.235466,1,1,18
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000005a5d,2017-09-02 11:09:06.812254,1,1,21
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000005ac3,2017-09-02 11:09:08.211478,1,2,15
8961,05-43-32-ff-03-dd-85-61 (64b),0x0000005abe,2017-09-02 11:09:08.271461,0,4,20
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000005ac4,2017-09-02 11:09:08.414328,1,1,25
8561,05-43-32-ff-04-dd-35-87 (64b),0x0000005b2a,2017-09-02 11:09:09.808329,1,1,24
3587,05-43-32-ff-03-dd-85-61 (64b),0x0000005b44,2017-09-02 11:09:10.035484,0,4,26
8561,05-43-32-ff-04-d8-20-84 (64b),0x0000005b88,2017-09-02 11:09:11.250899,1,2,19
8561,05-43-32-ff-04-da-28-87 (64b),0x0000005b90,2017-09-02 11:09:11.454367,1,2,23
8561,05-43-32-ff-03-da-a1-50 (64b),0x0000005ba9,2017-09-02 11:09:11.580257,1,1,11
8561,05-43-32-ff-03-d9-89-61 (64b),0x0000005c5d,2017-09-02 11:09:14.566297,1,4,21
8561,05-43-32-ff-04-d7-20-87 (64b),0x0000005c5e,2017-09-02 11:09:14.700245,1,1,16
2087,05-43-32-ff-03-dd-85-61 (64b),0x0000005c73,2017-09-02 11:09:14.715468,1,2,18
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000005cbb,2017-09-02 11:09:15.855463,1,1,14
a150,05-43-32-ff-03-dd-85-61 (64b),0x0000005cfa,2017-09-02 11:09:16.750999,0,4,12
8561,05-43-32-ff-03-d8-b5-58 (64b),0x0000005d20,2017-09-02 11:09:17.32747,1,1,23
8561,05-43-32-ff-03-d7-99-58 (64b),0x0000005d21,2017-09-02 11:09:17.547462,1,1,18
8561,05-43-32-ff-03-d7-86-62 (64b),0x0000005d87,2017-09-02 11:09:18.849227,1,1,11
2887,05-43-32-ff-03-dd-85-61 (64b),0x0000005d81,2017-09-02 11:09:18.90425,0,4,17
